date,price,open,vol
09/09/2022,"1,723.60","1,716.00",0.02K
09/08/2022,"1,715.30","1,723.40",0.20K
09/07/2022,"1,722.80","1,722.80",173.62K
09/06/2022,"1,707.90","1,719.70",0.02K
09/05/2022,"1,724.80","1,719.20",
09/04/2022,"1,718.65","1,723.60",
09/02/2022,"1,717.70","1,709.60",0.00K
09/01/2022,"1,704.40","1,708.00",0.01K
08/31/2022,"1,721.40","1,721.40",176.73K
08/30/2022,"1,731.60","1,731.60",130.66K
08/29/2022,"1,740.50","1,740.10",4.69K
08/26/2022,"1,740.60","1,762.30",7.63K
08/25/2022,"1,761.80","1,755.10",4.95K
08/24/2022,"1,752.00","1,752.20",4.64K
08/23/2022,"1,751.50","1,739.50",5.04K
08/22/2022,"1,738.60","1,750.50",7.38K
08/19/2022,"1,753.00","1,762.70",6.91K
08/18/2022,"1,761.10","1,766.30",3.92K
08/17/2022,"1,766.50","1,780.50",5.60K
08/16/2022,"1,779.40","1,785.20",3.52K
08/15/2022,"1,787.90","1,808.20",5.56K
08/12/2022,"1,805.20","1,793.90",5.25K
08/11/2022,"1,796.80","1,797.90",4.51K
08/10/2022,"1,803.30","1,799.80",8.71K
08/09/2022,"1,801.50","1,794.00",6.34K
08/08/2022,"1,794.30","1,780.30",4.37K
08/05/2022,"1,780.50","1,796.00",7.23K
08/04/2022,"1,796.20","1,771.90",9.44K
08/03/2022,"1,766.10","1,767.40",6.90K
08/02/2022,"1,779.70","1,779.30",9.85K
08/01/2022,"1,777.60","1,772.20",7.76K
07/29/2022,"1,771.50","1,762.40",7.96K
07/28/2022,"1,759.00","1,741.30",20.39K
07/27/2022,"1,723.30","1,720.00",2.60K
07/26/2022,"1,721.90","1,721.80",0.77K
07/25/2022,"1,723.20","1,730.10",0.52K
07/22/2022,"1,731.40","1,721.00",0.69K
07/21/2022,"1,717.30","1,697.10",0.53K
07/20/2022,"1,703.90","1,713.70",0.16K
07/19/2022,"1,714.10","1,711.20",0.10K
07/18/2022,"1,713.80","1,710.30",0.57K
07/15/2022,"1,707.50","1,712.70",0.27K
07/14/2022,"1,709.90","1,738.70",0.55K
07/13/2022,"1,739.50","1,728.00",0.18K
07/12/2022,"1,728.90","1,737.20",0.09K
07/11/2022,"1,735.90","1,741.80",0.75K
07/08/2022,"1,746.70","1,743.70",0.66K
07/07/2022,"1,744.10","1,743.00",0.79K
07/06/2022,"1,741.30","1,771.90",1.03K
07/05/2022,"1,768.90","1,817.00",1.33K
07/04/2022,"1,763.90","1,814.40",310.37K
07/01/2022,"1,805.90","1,810.30",0.23K
06/30/2022,"1,812.00","1,816.30",0.10K
06/29/2022,"1,822.00","1,822.00",155.54K
06/28/2022,"1,821.20","1,823.60",111.40K
06/27/2022,"1,824.80","1,839.60",143.82K
06/24/2022,"1,830.30","1,824.20",139.72K
06/23/2022,"1,829.80","1,839.70",167.07K
06/22/2022,"1,838.40","1,834.90",149.55K
06/21/2022,"1,838.80","1,840.60",176.30K
06/20/2022,"1,838.80","1,840.60",176.30K
06/17/2022,"1,840.60","1,859.30",141.72K
06/16/2022,"1,849.90","1,835.80",180.89K
06/15/2022,"1,819.60","1,809.70",203.42K
06/14/2022,"1,813.50","1,820.90",165.15K
06/13/2022,"1,831.80","1,879.00",252.54K
06/10/2022,"1,875.50","1,850.40",267.20K
06/09/2022,"1,852.80","1,855.10",131.29K
06/08/2022,"1,856.50","1,855.00",114.14K
06/07/2022,"1,852.10","1,843.50",119.21K
06/06/2022,"1,843.70","1,853.70",103.18K
06/03/2022,"1,850.20","1,872.60",115.34K
06/02/2022,"1,871.40","1,849.90",127.47K
06/01/2022,"1,848.70","1,840.00",158.04K
05/31/2022,"1,848.40","1,856.50",201.80K
05/30/2022,"1,848.40","1,856.50",201.80K
05/27/2022,"1,857.30","1,855.10",123.76K
05/26/2022,"1,850.60","1,854.50",1.12K
05/25/2022,"1,849.20","1,867.60",0.65K
05/24/2022,"1,868.40","1,855.40",1.15K
05/23/2022,"1,850.60","1,847.40",0.84K
05/20/2022,"1,844.70","1,842.70",0.15K
05/19/2022,"1,844.00","1,818.30",0.47K
05/18/2022,"1,819.00","1,816.20",0.20K
05/17/2022,"1,821.90","1,827.20",0.17K
05/16/2022,"1,816.80","1,815.00",0.22K
05/13/2022,"1,811.30","1,821.00",0.09K
05/12/2022,"1,827.90","1,857.90",0.08K
05/11/2022,"1,857.10","1,841.50",0.10K
05/10/2022,"1,844.40","1,861.90",0.08K
05/09/2022,"1,862.00","1,883.60",0.01K
05/06/2022,"1,886.20","1,873.10",0.01K
05/05/2022,"1,879.00","1,898.40",0.05K
05/04/2022,"1,872.10","1,871.90",0.09K
05/03/2022,"1,873.90","1,868.70",0.16K
05/02/2022,"1,867.00","1,894.50",0.02K
04/29/2022,"1,915.10","1,909.20",0.01K
04/28/2022,"1,894.80","1,894.80",170.91K
04/27/2022,"1,888.70","1,907.40",178.20K
04/26/2022,"1,904.10","1,899.80",166.20K
04/25/2022,"1,896.00","1,931.90",231.49K
04/22/2022,"1,934.30","1,953.10",176.68K
04/21/2022,"1,948.20","1,960.00",154.92K
04/20/2022,"1,955.60","1,952.70",139.51K
04/19/2022,"1,959.00","1,981.20",181.44K
04/18/2022,"1,986.40","1,978.50",138.13K
04/14/2022,"1,974.90","1,981.60",139.42K
04/13/2022,"1,984.70","1,970.50",132.03K
04/12/2022,"1,976.10","1,957.40",172.39K
04/11/2022,"1,948.20","1,949.60",184.39K
04/08/2022,"1,945.60","1,934.30",142.50K
04/07/2022,"1,937.80","1,928.10",122.81K
04/06/2022,"1,923.10","1,927.60",153.97K
04/05/2022,"1,927.50","1,937.30",147.26K
04/04/2022,"1,934.00","1,927.10",108.44K
04/01/2022,"1,923.70","1,942.40",135.15K
03/31/2022,"1,954.00","1,937.30",155.30K
03/30/2022,"1,939.00","1,924.00",136.04K
03/29/2022,"1,915.20","1,924.30",2.43K
03/28/2022,"1,942.30","1,959.10",1.08K
03/25/2022,"1,956.90","1,962.30",0.63K
03/24/2022,"1,964.90","1,947.40",1.14K
03/23/2022,"1,940.20","1,924.00",0.81K
03/22/2022,"1,924.40","1,938.70",1.17K
03/21/2022,"1,932.50","1,922.70",0.64K
03/18/2022,"1,931.70","1,945.70",0.26K
03/17/2022,"1,946.00","1,930.60",0.42K
03/16/2022,"1,911.90","1,922.70",0.38K
03/15/2022,"1,932.60","1,958.80",0.53K
03/14/2022,"1,963.40","1,985.60",0.19K
03/11/2022,"1,987.60","2,004.10",0.73K
03/10/2022,"2,002.90","2,000.20",1.30K
03/09/2022,"1,990.70","2,054.80",0.61K
03/08/2022,"2,046.30","2,004.30",1.59K
03/07/2022,"1,998.70","1,984.30",1.25K
03/04/2022,"1,968.90","1,944.30",0.79K
03/03/2022,"1,938.10","1,933.00",0.99K
03/02/2022,"1,924.60","1,947.20",0.66K
03/01/2022,"1,945.30","1,909.00",0.04K
02/28/2022,"1,902.20","1,913.00",0.04K
02/25/2022,"1,889.20","1,889.20",229.78K
02/24/2022,"1,926.30","1,911.90",423.05K
02/23/2022,"1,910.40","1,901.20",154.84K
02/22/2022,"1,907.40","1,903.50",334.59K
02/21/2022,"1,907.40","1,903.50",334.59K
02/18/2022,"1,899.80","1,901.40",161.75K
02/17/2022,"1,902.00","1,872.00",268.55K
02/16/2022,"1,871.50","1,855.50",141.49K
02/15/2022,"1,856.20","1,873.80",214.88K
02/14/2022,"1,869.40","1,862.20",231.02K
02/11/2022,"1,842.10","1,827.00",239.09K
02/10/2022,"1,837.40","1,834.00",227.46K
02/09/2022,"1,836.60","1,827.00",136.72K
02/08/2022,"1,827.90","1,821.50",142.41K
02/07/2022,"1,821.80","1,808.00",139.81K
02/04/2022,"1,807.80","1,805.40",177.71K
02/03/2022,"1,804.10","1,807.40",173.72K
02/02/2022,"1,810.30","1,800.80",123.02K
02/01/2022,"1,801.50","1,798.90",128.88K
01/31/2022,"1,796.40","1,792.80",139.42K
01/28/2022,"1,786.60","1,799.60",217.15K
01/27/2022,"1,794.20","1,820.30",2.18K
01/26/2022,"1,831.00","1,849.40",1.86K
01/25/2022,"1,854.10","1,845.20",0.81K
01/24/2022,"1,843.40","1,835.30",0.82K
01/21/2022,"1,833.50","1,841.60",0.55K
01/20/2022,"1,844.30","1,841.30",0.77K
01/19/2022,"1,844.70","1,814.00",0.38K
01/18/2022,"1,814.10","1,818.70",0.34K
01/17/2022,"1,812.40","1,818.70",362.94K
01/14/2022,"1,818.30","1,822.90",0.13K
01/13/2022,"1,823.30","1,827.80",0.11K
01/12/2022,"1,829.10","1,822.50",0.06K
01/11/2022,"1,820.40","1,802.20",0.35K
01/10/2022,"1,800.70","1,799.70",0.54K
01/07/2022,"1,799.30","1,792.60",2.26K
01/06/2022,"1,791.00","1,812.30",0.66K
01/05/2022,"1,826.60","1,821.90",0.60K
01/04/2022,"1,815.80","1,807.90",0.46K
01/03/2022,"1,801.10","1,826.80",0.02K
12/31/2021,"1,829.70","1,828.50",0.02K
12/30/2021,"1,815.30","1,815.30",113.43K
12/29/2021,"1,805.80","1,806.60",138.69K
12/28/2021,"1,810.90","1,812.10",100.54K
12/27/2021,"1,808.80","1,810.20",84.23K
12/23/2021,"1,811.70","1,805.60",104.84K
12/22/2021,"1,802.20","1,789.40",110.41K
12/21/2021,"1,788.70","1,791.40",134.15K
12/20/2021,"1,794.60","1,800.20",105.39K
12/17/2021,"1,804.90","1,801.50",156.61K
12/16/2021,"1,798.20","1,777.90",167.78K
12/15/2021,"1,764.50","1,771.90",161.10K
12/14/2021,"1,772.30","1,787.60",153.25K
12/13/2021,"1,788.30","1,784.20",106.06K
12/10/2021,"1,784.80","1,776.30",142.00K
12/09/2021,"1,776.70","1,784.30",123.97K
12/08/2021,"1,785.50","1,785.10",109.69K
12/07/2021,"1,784.70","1,779.50",129.89K
12/06/2021,"1,779.50","1,787.70",104.48K
12/03/2021,"1,783.90","1,769.40",175.18K
12/02/2021,"1,762.70","1,783.80",172.72K
12/01/2021,"1,784.30","1,777.40",180.34K
11/30/2021,"1,776.50","1,786.90",242.86K
11/29/2021,"1,785.20","1,795.20",151.37K
11/26/2021,"1,786.90","1,788.40",2.97K
11/25/2021,"1,788.10","1,792.30",180.64K
11/24/2021,"1,785.60","1,793.40",0.97K
11/23/2021,"1,785.10","1,810.40",1.86K
11/22/2021,"1,807.70","1,843.00",1.18K
11/19/2021,"1,852.90","1,864.20",0.54K
11/18/2021,"1,862.70","1,869.80",0.49K
11/17/2021,"1,871.50","1,852.70",0.24K
11/16/2021,"1,855.40","1,867.00",0.65K
11/15/2021,"1,868.00","1,870.10",0.24K
11/12/2021,"1,869.70","1,865.90",0.24K
11/11/2021,"1,865.20","1,855.50",0.19K
11/10/2021,"1,849.50","1,827.80",0.23K
11/09/2021,"1,832.00","1,828.30",0.14K
11/08/2021,"1,829.20","1,818.50",0.12K
11/05/2021,"1,818.00","1,792.90",0.10K
11/04/2021,"1,794.70","1,773.00",0.03K
11/03/2021,"1,765.10","1,777.00",0.13K
11/02/2021,"1,790.60","1,797.10",0.01K
11/01/2021,"1,796.90","1,785.50",0.03K
10/29/2021,"1,784.90","1,789.30",0.02K
10/28/2021,"1,803.60","1,803.60",220.88K
10/27/2021,"1,798.80","1,795.00",182.80K
10/26/2021,"1,793.40","1,808.70",197.93K
10/25/2021,"1,806.80","1,794.20",153.59K
10/22/2021,"1,796.30","1,783.70",312.81K
10/21/2021,"1,781.90","1,782.50",138.73K
10/20/2021,"1,784.90","1,769.40",174.08K
10/19/2021,"1,770.50","1,764.80",166.97K
10/18/2021,"1,765.70","1,767.50",152.74K
10/15/2021,"1,768.30","1,797.30",202.63K
10/14/2021,"1,797.90","1,793.60",164.65K
10/13/2021,"1,794.70","1,760.40",299.04K
10/12/2021,"1,759.30","1,753.60",168.11K
10/11/2021,"1,755.70","1,757.40",114.77K
10/08/2021,"1,757.40","1,757.00",240.37K
10/07/2021,"1,759.20","1,763.80",146.41K
10/06/2021,"1,761.80","1,760.50",159.22K
10/05/2021,"1,760.90","1,770.80",151.42K
10/04/2021,"1,767.60","1,762.60",166.18K
10/01/2021,"1,758.40","1,757.20",151.20K
09/30/2021,"1,757.00","1,726.00",246.37K
09/29/2021,"1,722.90","1,734.00",177.39K
09/28/2021,"1,737.00","1,750.00",0.96K
09/27/2021,"1,751.40","1,749.20",0.91K
09/24/2021,"1,750.90","1,744.90",0.54K
09/23/2021,"1,748.90","1,767.30",0.87K
09/22/2021,"1,777.90","1,772.60",0.12K
09/21/2021,"1,777.30","1,764.00",0.59K
09/20/2021,"1,762.90","1,752.20",0.36K
09/17/2021,"1,750.50","1,755.30",0.46K
09/16/2021,"1,755.70","1,795.40",0.09K
09/15/2021,"1,793.70","1,804.10",0.01K
09/14/2021,"1,806.10","1,789.50",0.03K
09/13/2021,"1,793.30","1,788.30",0.01K
09/10/2021,"1,791.00","1,804.20",0.01K
09/09/2021,"1,798.90","1,794.10",0.03K
09/08/2021,"1,792.40","1,799.00",0.01K
09/07/2021,"1,797.40","1,824.00",0.02K
09/06/2021,"1,798.50","1,833.50",252.48K
09/03/2021,"1,832.60","1,814.50",0.01K
09/02/2021,"1,810.40","1,811.00",0.02K
09/01/2021,"1,814.90","1,817.10",0.04K
08/31/2021,"1,816.90","1,816.90",170.39K
08/30/2021,"1,810.00","1,810.00",104.88K
08/27/2021,"1,817.20","1,792.00",8.73K
08/26/2021,"1,793.00","1,790.50",4.49K
08/25/2021,"1,788.80","1,802.60",6.78K
08/24/2021,"1,806.30","1,805.20",3.63K
08/23/2021,"1,804.00","1,780.10",6.79K
08/20/2021,"1,781.80","1,780.30",3.38K
08/19/2021,"1,780.90","1,787.40",3.63K
08/18/2021,"1,782.30","1,785.90",3.86K
08/17/2021,"1,785.70","1,786.80",6.03K
08/16/2021,"1,787.60","1,779.50",4.52K
08/13/2021,"1,776.00","1,752.70",6.33K
08/12/2021,"1,749.80","1,750.60",2.72K
08/11/2021,"1,751.20","1,728.10",5.91K
08/10/2021,"1,729.70","1,729.70",7.20K
08/09/2021,"1,724.40","1,763.00",16.04K
08/06/2021,"1,761.10","1,804.00",17.61K
08/05/2021,"1,806.60","1,812.20",8.98K
08/04/2021,"1,812.20","1,810.80",9.27K
08/03/2021,"1,811.70","1,814.10",4.29K
08/02/2021,"1,819.80","1,814.60",6.16K
07/30/2021,"1,814.50","1,830.30",7.47K
07/29/2021,"1,833.20","1,808.20",16.73K
07/28/2021,"1,800.80","1,800.20",2.15K
07/27/2021,"1,800.90","1,798.60",1.09K
07/26/2021,"1,800.40","1,803.40",0.63K
07/23/2021,"1,802.90","1,808.30",0.58K
07/22/2021,"1,806.50","1,805.30",0.71K
07/21/2021,"1,804.40","1,811.20",1.13K
07/20/2021,"1,812.30","1,813.30",0.22K
07/19/2021,"1,810.20","1,813.60",0.47K
07/16/2021,"1,815.90","1,831.50",0.27K
07/15/2021,"1,829.90","1,828.60",0.18K
07/14/2021,"1,825.90","1,806.70",0.09K
07/13/2021,"1,810.80","1,807.60",0.15K
07/12/2021,"1,806.80","1,809.00",0.19K
07/09/2021,"1,811.50","1,801.00",0.25K
07/08/2021,"1,801.10","1,804.80",0.26K
07/07/2021,"1,803.00","1,797.10",0.15K
07/06/2021,"1,795.00","1,790.70",0.26K
07/05/2021,"1,794.20","1,787.50",276.60K
07/02/2021,"1,784.10","1,785.50",0.04K
07/01/2021,"1,777.60","1,777.50",0.11K
06/30/2021,"1,772.40","1,760.00",0.08K
06/29/2021,"1,764.50","1,764.50",239.91K
06/28/2021,"1,780.70","1,782.00",160.79K
06/25/2021,"1,777.80","1,775.70",161.20K
06/24/2021,"1,776.70","1,778.20",152.23K
06/23/2021,"1,783.40","1,779.10",179.27K
06/22/2021,"1,777.40","1,783.20",172.75K
06/21/2021,"1,782.90","1,764.30",195.52K
06/18/2021,"1,769.00","1,773.90",264.61K
06/17/2021,"1,774.80","1,812.30",385.89K
06/16/2021,"1,861.40","1,861.00",234.10K
06/15/2021,"1,856.40","1,867.80",155.34K
06/14/2021,"1,865.90","1,879.60",242.30K
06/11/2021,"1,879.60","1,901.90",220.46K
06/10/2021,"1,896.40","1,891.40",250.55K
06/09/2021,"1,895.50","1,894.40",147.33K
06/08/2021,"1,894.40","1,901.60",173.60K
06/07/2021,"1,898.80","1,894.30",146.02K
06/04/2021,"1,892.00","1,872.70",228.83K
06/03/2021,"1,873.30","1,910.50",278.58K
06/02/2021,"1,909.90","1,903.00",166.04K
06/01/2021,"1,905.00","1,906.80",290.65K
05/31/2021,"1,905.00","1,906.80",290.65K
05/28/2021,"1,905.30","1,899.80",198.14K
05/27/2021,"1,898.50","1,899.30",211.79K
05/26/2021,"1,902.30","1,900.50",2.01K
05/25/2021,"1,899.00","1,882.50",1.50K
05/24/2021,"1,885.50","1,884.30",0.84K
05/21/2021,"1,877.60","1,876.60",0.78K
05/20/2021,"1,882.80","1,871.10",0.92K
05/19/2021,"1,882.30","1,872.20",1.01K
05/18/2021,"1,869.00","1,868.30",0.58K
05/17/2021,"1,868.50","1,843.00",0.39K
05/14/2021,"1,839.10","1,827.60",0.21K
05/13/2021,"1,825.00","1,818.20",0.14K
05/12/2021,"1,823.70","1,838.50",0.60K
05/11/2021,"1,837.00","1,837.80",0.09K
05/10/2021,"1,838.60","1,835.30",0.28K
05/07/2021,"1,832.40","1,816.20",0.49K
05/06/2021,"1,816.70","1,786.60",0.28K
05/05/2021,"1,785.30","1,779.90",0.11K
05/04/2021,"1,777.00","1,789.40",0.08K
05/03/2021,"1,792.60","1,774.80",0.07K
04/30/2021,"1,768.60","1,770.70",0.04K
04/29/2021,"1,769.40","1,769.40",231.52K
04/28/2021,"1,773.90","1,776.40",198.58K
04/27/2021,"1,778.80","1,781.10",147.95K
04/26/2021,"1,780.10","1,776.10",143.36K
04/23/2021,"1,777.80","1,784.00",175.85K
04/22/2021,"1,782.00","1,794.50",163.75K
04/21/2021,"1,793.10","1,779.10",173.97K
04/20/2021,"1,778.40","1,770.50",169.04K
04/19/2021,"1,770.60","1,778.80",180.73K
04/16/2021,"1,780.20","1,764.80",173.50K
04/15/2021,"1,766.80","1,736.60",198.14K
04/14/2021,"1,736.30","1,746.40",145.26K
04/13/2021,"1,747.60","1,732.20",175.59K
04/12/2021,"1,732.70","1,744.50",125.36K
04/09/2021,"1,744.80","1,756.50",171.40K
04/08/2021,"1,758.20","1,738.60",144.57K
04/07/2021,"1,741.60","1,744.40",122.80K
04/06/2021,"1,743.00","1,729.20",152.60K
04/05/2021,"1,728.80","1,730.00",101.75K
04/01/2021,"1,728.40","1,709.00",170.43K
03/31/2021,"1,715.60","1,685.90",210.77K
03/30/2021,"1,686.00","1,713.00",225.87K
03/29/2021,"1,713.60","1,732.50",2.56K
03/26/2021,"1,733.60","1,727.40",0.62K
03/25/2021,"1,726.30","1,735.00",0.92K
03/24/2021,"1,734.40","1,727.60",0.27K
03/23/2021,"1,726.40","1,740.40",0.50K
03/22/2021,"1,739.40","1,747.80",0.36K
03/19/2021,"1,742.90","1,735.20",0.26K
03/18/2021,"1,733.70","1,745.50",0.25K
03/17/2021,"1,728.40","1,732.00",0.52K
03/16/2021,"1,732.20","1,733.70",0.37K
03/15/2021,"1,730.60","1,729.30",0.22K
03/12/2021,"1,721.20","1,721.30",0.23K
03/11/2021,"1,723.90","1,725.60",0.21K
03/10/2021,"1,723.30","1,714.30",0.19K
03/09/2021,"1,718.50","1,686.90",0.15K
03/08/2021,"1,679.60","1,703.90",0.16K
03/05/2021,"1,700.30","1,689.20",0.10K
03/04/2021,"1,702.40","1,709.50",0.08K
03/03/2021,"1,717.30","1,732.40",0.09K
03/02/2021,"1,735.10","1,720.20",0.06K
03/01/2021,"1,724.40","1,739.00",0.06K
02/26/2021,"1,730.10","1,766.80",0.15K
02/25/2021,"1,776.90","1,776.90",316.25K
02/24/2021,"1,797.90","1,805.00",224.06K
02/23/2021,"1,805.90","1,809.30",191.15K
02/22/2021,"1,808.40","1,782.00",221.20K
02/19/2021,"1,777.40","1,774.60",251.78K
02/18/2021,"1,775.00","1,776.00",224.77K
02/17/2021,"1,772.80","1,793.10",257.34K
02/16/2021,"1,799.00","1,826.00",355.92K
02/15/2021,"1,799.00","1,826.00",355.92K
02/12/2021,"1,823.20","1,825.40",171.90K
02/11/2021,"1,826.80","1,844.30",147.02K
02/10/2021,"1,842.70","1,838.30",176.44K
02/09/2021,"1,837.50","1,832.40",154.39K
02/08/2021,"1,834.20","1,818.10",177.56K
02/05/2021,"1,813.00","1,794.30",205.76K
02/04/2021,"1,791.20","1,834.50",279.62K
02/03/2021,"1,835.10","1,838.50",137.23K
02/02/2021,"1,833.40","1,863.60",236.00K
02/01/2021,"1,863.90","1,865.00",242.05K
01/29/2021,"1,850.30","1,845.60",276.17K
01/28/2021,"1,841.20","1,847.20",277.59K
01/27/2021,"1,846.80","1,851.20",1.93K
01/26/2021,"1,852.80","1,856.00",0.81K
01/25/2021,"1,856.90","1,856.40",0.99K
01/22/2021,"1,857.90","1,871.20",1.06K
01/21/2021,"1,867.50","1,873.00",0.73K
01/20/2021,"1,868.50","1,841.70",0.62K
01/19/2021,"1,842.00","1,830.60",0.40K
01/18/2021,"1,840.20","1,828.80",331.59K
01/15/2021,"1,831.70","1,855.00",0.38K
01/14/2021,"1,853.30","1,848.10",0.16K
01/13/2021,"1,856.80","1,860.00",0.26K
01/12/2021,"1,846.10","1,849.30",0.20K
01/11/2021,"1,852.70","1,851.20",0.15K
01/08/2021,"1,837.30","1,911.20",0.93K
01/07/2021,"1,915.60","1,924.20",0.23K
01/06/2021,"1,910.40","1,957.40",0.48K
01/05/2021,"1,956.70","1,945.50",0.17K
01/04/2021,"1,949.00","1,917.80",0.28K
12/31/2020,"1,897.30","1,899.80",0.00K
12/30/2020,"1,895.60","1,895.60",133.66K
12/29/2020,"1,882.90","1,878.00",149.27K
12/28/2020,"1,880.40","1,887.00",196.76K
12/24/2020,"1,883.20","1,877.30",89.41K
12/23/2020,"1,878.10","1,865.60",162.54K
12/22/2020,"1,870.30","1,883.00",176.02K
12/21/2020,"1,882.80","1,892.90",232.05K
12/18/2020,"1,888.90","1,891.30",153.23K
12/17/2020,"1,890.40","1,868.40",219.87K
12/16/2020,"1,859.10","1,857.70",199.68K
12/15/2020,"1,855.30","1,830.50",173.61K
12/14/2020,"1,832.10","1,845.00",168.49K
12/11/2020,"1,843.60","1,840.00",153.80K
12/10/2020,"1,837.40","1,843.00",164.80K
12/09/2020,"1,838.50","1,875.40",219.59K
12/08/2020,"1,874.90","1,866.10",151.79K
12/07/2020,"1,866.00","1,841.10",209.04K
12/04/2020,"1,840.00","1,844.70",171.26K
12/03/2020,"1,841.10","1,833.90",180.36K
12/02/2020,"1,830.20","1,819.10",185.32K
12/01/2020,"1,818.90","1,780.30",203.65K
11/30/2020,"1,780.90","1,790.80",242.73K
11/27/2020,"1,788.10","1,812.10",282.35K
11/26/2020,"1,788.10","1,812.10",282.35K
11/25/2020,"1,808.80","1,809.80",1.49K
11/24/2020,"1,808.10","1,839.00",1.28K
11/23/2020,"1,841.50","1,872.90",0.71K
11/20/2020,"1,875.70","1,862.90",0.17K
11/19/2020,"1,864.80","1,874.80",0.60K
11/18/2020,"1,877.10","1,884.50",0.30K
11/17/2020,"1,888.80","1,891.20",0.07K
11/16/2020,"1,891.50","1,891.50",0.42K
11/13/2020,"1,890.70","1,881.50",0.11K
11/12/2020,"1,877.80","1,869.00",0.24K
11/11/2020,"1,866.20","1,880.50",0.54K
11/10/2020,"1,881.20","1,865.20",0.20K
11/09/2020,"1,860.10","1,960.00",3.76K
11/06/2020,"1,955.30","1,948.10",0.04K
11/05/2020,"1,950.20","1,909.80",0.05K
11/04/2020,"1,899.70","1,899.30",0.02K
11/03/2020,"1,914.00","1,911.60",0.02K
11/02/2020,"1,895.70","1,891.00",0.00K
10/30/2020,"1,883.50","1,874.80",0.00K
10/29/2020,"1,871.60","1,871.60",225.16K
10/28/2020,"1,879.20","1,909.80",297.09K
10/27/2020,"1,911.90","1,904.40",153.30K
10/26/2020,"1,905.70","1,906.00",166.31K
10/23/2020,"1,905.20","1,906.50",172.96K
10/22/2020,"1,904.60","1,927.40",215.58K
10/21/2020,"1,929.50","1,911.60",201.27K
10/20/2020,"1,915.40","1,906.40",163.91K
10/19/2020,"1,911.70","1,903.20",159.85K
10/16/2020,"1,906.40","1,912.70",146.91K
10/15/2020,"1,908.90","1,906.00",213.57K
10/14/2020,"1,907.30","1,895.40",188.30K
10/13/2020,"1,894.60","1,927.30",267.54K
10/12/2020,"1,928.90","1,935.00",157.21K
10/09/2020,"1,926.20","1,898.40",229.85K
10/08/2020,"1,895.10","1,890.60",185.45K
10/07/2020,"1,890.80","1,882.60",188.59K
10/06/2020,"1,908.80","1,917.80",219.44K
10/05/2020,"1,920.10","1,910.90",177.59K
10/02/2020,"1,907.60","1,911.00",212.73K
10/01/2020,"1,916.30","1,891.20",262.09K
09/30/2020,"1,895.50","1,903.20",259.87K
09/29/2020,"1,903.20","1,886.40",217.80K
09/28/2020,"1,877.60","1,860.40",0.88K
09/25/2020,"1,862.20","1,868.00",0.32K
09/24/2020,"1,873.00","1,863.50",0.37K
09/23/2020,"1,864.50","1,898.00",0.25K
09/22/2020,"1,903.40","1,916.20",0.30K
09/21/2020,"1,906.20","1,954.80",0.21K
09/18/2020,"1,957.50","1,948.20",0.03K
09/17/2020,"1,945.40","1,962.50",0.12K
09/16/2020,"1,966.20","1,958.90",0.09K
09/15/2020,"1,961.90","1,968.00",0.07K
09/14/2020,"1,958.80","1,943.40",0.11K
09/11/2020,"1,943.30","1,948.20",0.01K
09/10/2020,"1,959.70","1,951.30",0.08K
09/09/2020,"1,950.40","1,933.60",0.07K
09/08/2020,"1,939.50","1,937.40",0.04K
09/07/2020,"1,943.20","1,938.00",416.01K
09/04/2020,"1,930.60","1,936.20",0.04K
09/03/2020,"1,933.80","1,939.20",0.03K
09/02/2020,"1,940.80","1,966.30",0.01K
09/01/2020,"1,974.80","1,977.40",0.01K
08/31/2020,"1,974.50","1,977.70",0.00K
08/28/2020,"1,970.80","1,970.80",334.10K
08/27/2020,"1,925.00","1,955.50",17.61K
08/26/2020,"1,944.10","1,930.50",18.33K
08/25/2020,"1,915.60","1,927.80",10.78K
08/24/2020,"1,931.50","1,938.90",10.99K
08/21/2020,"1,938.30","1,946.70",15.21K
08/20/2020,"1,938.30","1,927.50",16.99K
08/19/2020,"1,963.50","2,002.60",19.96K
08/18/2020,"2,004.80","1,984.90",16.07K
08/17/2020,"1,989.90","1,948.20",13.14K
08/14/2020,"1,942.30","1,954.50",10.24K
08/13/2020,"1,961.90","1,918.10",11.69K
08/12/2020,"1,940.50","1,912.70",21.92K
08/11/2020,"1,938.90","2,029.00",32.06K
08/10/2020,"2,030.30","2,034.50",12.56K
08/07/2020,"2,018.00","2,065.10",25.62K
08/06/2020,"2,058.40","2,042.60",18.31K
08/05/2020,"2,037.10","2,024.70",24.46K
08/04/2020,"2,008.50","1,981.70",17.11K
08/03/2020,"1,974.70","1,985.20",11.86K
07/31/2020,"1,973.90","1,961.00",14.53K
07/30/2020,"1,955.20","1,974.30",21.32K
07/29/2020,"1,959.40","1,956.00",5.75K
07/28/2020,"1,949.90","1,942.00",5.68K
07/27/2020,"1,936.20","1,905.00",1.87K
07/24/2020,"1,902.50","1,889.60",1.78K
07/23/2020,"1,894.80","1,877.50",1.31K
07/22/2020,"1,869.90","1,846.00",1.44K
07/21/2020,"1,848.70","1,823.60",0.54K
07/20/2020,"1,822.20","1,817.30",0.32K
07/17/2020,"1,816.00","1,803.10",0.10K
07/16/2020,"1,806.30","1,820.40",0.21K
07/15/2020,"1,820.50","1,819.00",0.13K
